metric,events,condition,loss,mean,candidate_sd,eligible,targets,candidates_per_target
phrase-cosine,1,time,linear_mss,0.08071789457442485,0.9282288241137294,1024,1,1024
phrase-cosine,1,time,smooth_mss,0.07154553853250376,0.9342896372525975,1024,1,1024
phrase-cosine,1,time,sot_published_composite,-0.008552590710209857,0.998176266910859,1024,1,1024
phrase-cosine,1,time,linear_jtfot,0.6651881174498211,0.643532304712267,1024,1,1024
phrase-cosine,1,time,log_jtfot,0.2145791607046247,0.8775235806875051,1024,1,1024
phrase-cosine,1,time,bidirectional_cumulative_energy,0.9856473758494967,0.013441883878814202,1024,1,1024
phrase-cosine,1,time,log_quadrature_bicul,0.9842683321232364,0.016696873534089857,1024,1,1024
phrase-cosine,1,time,fading,0.9887646656135813,0.016826176537716897,1024,1,1024
phrase-cosine,2,time,waveform_l1,0.004529790763105287,0.5733085356175379,8192,32,256
phrase-cosine,2,time,waveform_mse,-7.852594374328195e-05,0.5594712070481686,8192,32,256
phrase-cosine,2,time,single_stft,0.16030093793017156,0.5871249315558795,8192,32,256
phrase-cosine,2,time,linear_mss,0.05564634699247313,0.6057008533055042,8192,32,256
phrase-cosine,2,time,smooth_mss,0.032846119416039085,0.6311030277991738,8192,32,256
phrase-cosine,2,time,sot_published_composite,0.004386628127012947,0.6670170699192645,8192,32,256
phrase-cosine,2,time,linear_jtfot,0.3151724693639765,0.6302685345856848,8192,32,256
phrase-cosine,2,time,log_jtfot,0.18263897160971687,0.6361453000796767,8192,32,256
phrase-cosine,2,time,bidirectional_cumulative_energy,0.516116691647237,0.507746412081197,8192,32,256
phrase-cosine,2,time,log_quadrature_bicul,0.519595940659485,0.5027319877039101,8192,32,256
phrase-cosine,2,time,fading,0.491457425365524,0.533832999071494,8192,32,256
phrase-cosine,4,time,waveform_l1,0.006355645704957076,0.3719532633151397,8192,32,256
phrase-cosine,4,time,waveform_mse,0.004722803130905721,0.3591455609283509,8192,32,256
phrase-cosine,4,time,single_stft,0.05320461821021178,0.41479520917547896,8192,32,256
phrase-cosine,4,time,linear_mss,0.03709674915853997,0.4091872804091209,8192,32,256
phrase-cosine,4,time,smooth_mss,0.030947683563104587,0.4349052333710436,8192,32,256
phrase-cosine,4,time,sot_published_composite,0.0002981624582320593,0.4507064325014463,8192,32,256
phrase-cosine,4,time,linear_jtfot,0.1413455198896687,0.44231701558076214,8192,32,256
phrase-cosine,4,time,log_jtfot,0.08793509871215788,0.4364168957916939,8192,32,256
phrase-cosine,4,time,bidirectional_cumulative_energy,0.28169077727627945,0.4095452713296852,8192,32,256
phrase-cosine,4,time,log_quadrature_bicul,0.2878872158292488,0.4075722227385923,8192,32,256
phrase-cosine,4,time,fading,0.2871471730198152,0.4161766239215862,8192,32,256
