events,condition,target,candidates,loss,metric,mean,eligible
2,pitch,C02-T002,256,log_jtfot,time_directed,0.8125,48
2,pitch,C02-T002,256,bidirectional_cumulative_energy,time_directed,0.9166666666666666,48
2,pitch,C02-T002,256,log_quadrature_bicul,time_directed,0.9166666666666666,48
2,pitch,C02-T002,256,fading,time_directed,1.0,48
2,pitch,C02-T002,256,waveform_l1,dot_directed,0.513671875,256
2,pitch,C02-T002,256,waveform_mse,dot_directed,0.349609375,256
2,pitch,C02-T002,256,single_stft,dot_directed,0.595703125,256
2,pitch,C02-T002,256,linear_mss,dot_directed,0.646484375,256
2,pitch,C02-T002,256,smooth_mss,dot_directed,0.748046875,256
2,pitch,C02-T002,256,sot_published_composite,dot_directed,0.69921875,256
2,pitch,C02-T002,256,linear_jtfot,dot_directed,0.830078125,256
2,pitch,C02-T002,256,log_jtfot,dot_directed,0.845703125,256
2,pitch,C02-T002,256,bidirectional_cumulative_energy,dot_directed,0.970703125,256
2,pitch,C02-T002,256,log_quadrature_bicul,dot_directed,0.97265625,256
2,pitch,C02-T002,256,fading,dot_directed,0.986328125,256
2,pitch,C02-T002,256,waveform_l1,cosine,0.011246544089191499,256
2,pitch,C02-T002,256,waveform_mse,cosine,0.0004066129182003262,256
2,pitch,C02-T002,256,single_stft,cosine,0.11577122207588156,256
2,pitch,C02-T002,256,linear_mss,cosine,0.06421266901435733,256
2,pitch,C02-T002,256,smooth_mss,cosine,0.12722234852612396,256
2,pitch,C02-T002,256,sot_published_composite,cosine,0.12111020100389185,256
2,pitch,C02-T002,256,linear_jtfot,cosine,0.1348187711144785,256
2,pitch,C02-T002,256,log_jtfot,cosine,0.19210222666629065,256
2,pitch,C02-T002,256,bidirectional_cumulative_energy,cosine,0.7853701939032974,256
2,pitch,C02-T002,256,log_quadrature_bicul,cosine,0.8012124605841173,256
2,pitch,C02-T002,256,fading,cosine,0.7255382525367158,256
2,pitch,C02-T002,256,waveform_l1,phrase_success,0.17578125,256
2,pitch,C02-T002,256,waveform_mse,phrase_success,0.04296875,256
2,pitch,C02-T002,256,single_stft,phrase_success,0.23828125,256
2,pitch,C02-T002,256,linear_mss,phrase_success,0.296875,256
2,pitch,C02-T002,256,smooth_mss,phrase_success,0.515625,256
2,pitch,C02-T002,256,sot_published_composite,phrase_success,0.35546875,256
2,pitch,C02-T002,256,linear_jtfot,phrase_success,0.5859375,256
2,pitch,C02-T002,256,log_jtfot,phrase_success,0.625,256
2,pitch,C02-T002,256,bidirectional_cumulative_energy,phrase_success,0.91015625,256
2,pitch,C02-T002,256,log_quadrature_bicul,phrase_success,0.91015625,256
2,pitch,C02-T002,256,fading,phrase_success,0.90625,256
2,pitch,C02-T002,256,waveform_l1,zero_gradient,0.0,256
2,pitch,C02-T002,256,waveform_mse,zero_gradient,0.0,256
2,pitch,C02-T002,256,single_stft,zero_gradient,0.0,256
2,pitch,C02-T002,256,linear_mss,zero_gradient,0.0,256
2,pitch,C02-T002,256,smooth_mss,zero_gradient,0.0,256
2,pitch,C02-T002,256,sot_published_composite,zero_gradient,0.0,256
2,pitch,C02-T002,256,linear_jtfot,zero_gradient,0.0,256
2,pitch,C02-T002,256,log_jtfot,zero_gradient,0.0,256
2,pitch,C02-T002,256,bidirectional_cumulative_energy,zero_gradient,0.0,256
2,pitch,C02-T002,256,log_quadrature_bicul,zero_gradient,0.0,256
2,pitch,C02-T002,256,fading,zero_gradient,0.0,256
2,pitch,C02-T002,256,waveform_l1,original_coordinate_drift,0.996016951174904,256
2,pitch,C02-T002,256,waveform_mse,original_coordinate_drift,0.9970169112199024,256
2,pitch,C02-T002,256,single_stft,original_coordinate_drift,0.7901814794338979,256
2,pitch,C02-T002,256,linear_mss,original_coordinate_drift,0.966811184784612,256
2,pitch,C02-T002,256,smooth_mss,original_coordinate_drift,0.9730098565972142,256
2,pitch,C02-T002,256,sot_published_composite,original_coordinate_drift,0.999864300677059,256
2,pitch,C02-T002,256,linear_jtfot,original_coordinate_drift,0.9817720262183414,256
