profile,perturbation,metric,variant,directions,mean_percent,delta_pp
structured,isolated_joint,joint_directed,cel8_237_lw,↗ ↖ ↙ ↓ → ← + LW,89.58400600165598,2.748814163470095
structured,isolated_joint,joint_directed,cel8_238,↘ ↖ ↙ ↓ → ←,87.76460767119528,0.9294158330093893
structured,isolated_joint,joint_directed,cel8_238_lw,↘ ↖ ↙ ↓ → ← + LW,89.3335482521722,2.4983564139863077
structured,isolated_joint,joint_directed,cel8_239,↗ ↘ ↖ ↙ ↓ → ←,88.43364579349877,1.5984539553128814
structured,isolated_joint,joint_directed,cel8_239_lw,↗ ↘ ↖ ↙ ↓ → ← + LW,90.14148409391707,3.3062922557311913
structured,isolated_joint,joint_directed,cel8_240,↑ ↓ → ←,83.66265290166798,-3.172538936517888
structured,isolated_joint,joint_directed,cel8_240_lw,↑ ↓ → ← + LW,82.1489258711072,-4.686265967078695
structured,isolated_joint,joint_directed,cel8_241,↗ ↑ ↓ → ←,88.02743773088693,1.1922458927010438
structured,isolated_joint,joint_directed,cel8_241_lw,↗ ↑ ↓ → ← + LW,86.85012804363565,0.01493620544975316
structured,isolated_joint,joint_directed,cel8_242,↘ ↑ ↓ → ←,85.85756498846624,-0.9776268497196511
structured,isolated_joint,joint_directed,cel8_242_lw,↘ ↑ ↓ → ← + LW,86.27762042668802,-0.557571411497873
structured,isolated_joint,joint_directed,cel8_243,↗ ↘ ↑ ↓ → ←,88.97724767107175,2.142055832885878
structured,isolated_joint,joint_directed,cel8_243_lw,↗ ↘ ↑ ↓ → ← + LW,88.64327021736072,1.8080783791748405
structured,isolated_joint,joint_directed,cel8_244,↖ ↑ ↓ → ←,87.19293690682586,0.35774506863997524
structured,isolated_joint,joint_directed,cel8_244_lw,↖ ↑ ↓ → ← + LW,86.96751958514002,0.13232774695414173
structured,isolated_joint,joint_directed,cel8_245,↗ ↖ ↑ ↓ → ←,88.1353495498497,1.3001577116638323
structured,isolated_joint,joint_directed,cel8_245_lw,↗ ↖ ↑ ↓ → ← + LW,89.32758614917906,2.492394310993176
structured,isolated_joint,joint_directed,cel8_246,↘ ↖ ↑ ↓ → ←,88.53856604571682,1.7033742075309333
structured,isolated_joint,joint_directed,cel8_246_lw,↘ ↖ ↑ ↓ → ← + LW,88.96690141932359,2.131709581137711
structured,isolated_joint,joint_directed,cel8_247,↗ ↘ ↖ ↑ ↓ → ←,88.80309563588862,1.967903797702744
structured,isolated_joint,joint_directed,cel8_247_lw,↗ ↘ ↖ ↑ ↓ → ← + LW,90.10378343686769,3.268591598681808
structured,isolated_joint,joint_directed,cel8_248,↙ ↑ ↓ → ←,86.30685567013496,-0.5283361680509219
structured,isolated_joint,joint_directed,cel8_248_lw,↙ ↑ ↓ → ← + LW,86.86975746855157,0.03456563036567939
structured,isolated_joint,joint_directed,cel8_249,↗ ↙ ↑ ↓ → ←,89.31408360237195,2.47889176418607
structured,isolated_joint,joint_directed,cel8_249_lw,↗ ↙ ↑ ↓ → ← + LW,89.44842935134078,2.6132375131548895
structured,isolated_joint,joint_directed,cel8_250,↘ ↙ ↑ ↓ → ←,88.03312936424514,1.1979375260592673
structured,isolated_joint,joint_directed,cel8_250_lw,↘ ↙ ↑ ↓ → ← + LW,88.88290496796162,2.047713129775736
structured,isolated_joint,joint_directed,cel8_251,↗ ↘ ↙ ↑ ↓ → ←,89.77582355327912,2.9406317150932395
structured,isolated_joint,joint_directed,cel8_251_lw,↗ ↘ ↙ ↑ ↓ → ← + LW,90.09499945257585,3.2598076143899535
structured,isolated_joint,joint_directed,cel8_252,↖ ↙ ↑ ↓ → ←,87.77679066780217,0.9415988296162914
structured,isolated_joint,joint_directed,cel8_252_lw,↖ ↙ ↑ ↓ → ← + LW,88.66352907251434,1.828337234328456
structured,isolated_joint,joint_directed,cel8_253,↗ ↖ ↙ ↑ ↓ → ←,88.65119855373733,1.8160067155514463
structured,isolated_joint,joint_directed,cel8_253_lw,↗ ↖ ↙ ↑ ↓ → ← + LW,89.82010324757866,2.984911409392768
structured,isolated_joint,joint_directed,cel8_254,↘ ↖ ↙ ↑ ↓ → ←,88.88999803475359,2.0548061965677045
structured,isolated_joint,joint_directed,cel8_254_lw,↘ ↖ ↙ ↑ ↓ → ← + LW,89.7069943524355,2.8718025142496106
structured,isolated_joint,joint_directed,cel8_255,↗ ↘ ↖ ↙ ↑ ↓ → ←,89.18251671692687,2.347324878740981
structured,isolated_joint,joint_directed,cel8_255_lw,↗ ↘ ↖ ↙ ↑ ↓ → ← + LW,90.37247891636167,3.5372870781757744
independent,simultaneous,pitch_directed,cel8_001,↗,65.556640625,-3.490668402777772
independent,simultaneous,pitch_directed,cel8_001_lw,↗ + LW,66.94769965277779,-2.0996093749999947
independent,simultaneous,pitch_directed,cel8_002,↘,69.24262152777777,0.19531250000000278
independent,simultaneous,pitch_directed,cel8_002_lw,↘ + LW,67.78754340277777,-1.2597656250000004
independent,simultaneous,pitch_directed,cel8_003,↗ ↘,66.24565972222223,-2.8016493055555483
independent,simultaneous,pitch_directed,cel8_003_lw,↗ ↘ + LW,67.33832465277777,-1.7089843749999973
independent,simultaneous,pitch_directed,cel8_004,↖,67.69748263888889,-1.3498263888888835
independent,simultaneous,pitch_directed,cel8_004_lw,↖ + LW,68.8205295138889,-0.2267795138888834
independent,simultaneous,pitch_directed,cel8_005,↗ ↖,68.2834201388889,-0.7638888888888834
independent,simultaneous,pitch_directed,cel8_005_lw,↗ ↖ + LW,69.86436631944444,0.8170572916666646
independent,simultaneous,pitch_directed,cel8_006,↘ ↖,68.99739583333333,-0.04991319444444253
independent,simultaneous,pitch_directed,cel8_006_lw,↘ ↖ + LW,70.1736111111111,1.126302083333333
independent,simultaneous,pitch_directed,cel8_007,↗ ↘ ↖,68.69032118055556,-0.3569878472222232
independent,simultaneous,pitch_directed,cel8_007_lw,↗ ↘ ↖ + LW,69.66471354166667,0.617404513888889
independent,simultaneous,pitch_directed,cel8_008,↙,70.06293402777779,1.0156250000000004
independent,simultaneous,pitch_directed,cel8_008_lw,↙ + LW,69.64301215277777,0.5957031249999967
independent,simultaneous,pitch_directed,cel8_009,↗ ↙,68.359375,-0.6879340277777757
independent,simultaneous,pitch_directed,cel8_009_lw,↗ ↙ + LW,69.88281250000001,0.8355034722222265
independent,simultaneous,pitch_directed,cel8_010,↘ ↙,71.63845486111111,2.591145833333333
independent,simultaneous,pitch_directed,cel8_010_lw,↘ ↙ + LW,70.59136284722221,1.5440538194444438
independent,simultaneous,pitch_directed,cel8_011,↗ ↘ ↙,68.837890625,-0.20941840277777513
independent,simultaneous,pitch_directed,cel8_011_lw,↗ ↘ ↙ + LW,69.70811631944444,0.6608072916666735
independent,simultaneous,pitch_directed,cel8_012,↖ ↙,68.06315104166666,-0.9841579861111116
independent,simultaneous,pitch_directed,cel8_012_lw,↖ ↙ + LW,69.34895833333333,0.3016493055555597
independent,simultaneous,pitch_directed,cel8_013,↗ ↖ ↙,68.82486979166667,-0.2224392361111105
independent,simultaneous,pitch_directed,cel8_013_lw,↗ ↖ ↙ + LW,70.25173611111111,1.2044270833333315
independent,simultaneous,pitch_directed,cel8_014,↘ ↖ ↙,69.23719618055556,0.189887152777779
independent,simultaneous,pitch_directed,cel8_014_lw,↘ ↖ ↙ + LW,70.45247395833334,1.4051649305555607
independent,simultaneous,pitch_directed,cel8_015,↗ ↘ ↖ ↙,69.04730902777777,0.0
independent,simultaneous,pitch_directed,cel8_015_lw,↗ ↘ ↖ ↙ + LW,70.31467013888889,1.267361111111115
independent,simultaneous,pitch_directed,cel8_016,↑,61.41493055555556,-7.632378472222223
independent,simultaneous,pitch_directed,cel8_016_lw,↑ + LW,62.046440972222214,-7.000868055555556
independent,simultaneous,pitch_directed,cel8_017,↗ ↑,66.65364583333333,-2.3936631944444455
independent,simultaneous,pitch_directed,cel8_017_lw,↗ ↑ + LW,68.19661458333333,-0.850694444444447
independent,simultaneous,pitch_directed,cel8_018,↘ ↑,68.4375,-0.6098090277777773
independent,simultaneous,pitch_directed,cel8_018_lw,↘ ↑ + LW,68.79991319444446,-0.2473958333333276
independent,simultaneous,pitch_directed,cel8_019,↗ ↘ ↑,67.31336805555554,-1.7339409722222254
independent,simultaneous,pitch_directed,cel8_019_lw,↗ ↘ ↑ + LW,68.42447916666667,-0.6228298611111072
independent,simultaneous,pitch_directed,cel8_020,↖ ↑,67.92100694444446,-1.126302083333333
independent,simultaneous,pitch_directed,cel8_020_lw,↖ ↑ + LW,69.13736979166667,0.0900607638888884
independent,simultaneous,pitch_directed,cel8_021,↗ ↖ ↑,68.31488715277779,-0.7324218749999917
independent,simultaneous,pitch_directed,cel8_021_lw,↗ ↖ ↑ + LW,69.86328125,0.8159722222222193
independent,simultaneous,pitch_directed,cel8_022,↘ ↖ ↑,68.93337673611111,-0.11393229166666574
independent,simultaneous,pitch_directed,cel8_022_lw,↘ ↖ ↑ + LW,69.96202256944444,0.9147135416666674
independent,simultaneous,pitch_directed,cel8_023,↗ ↘ ↖ ↑,68.58506944444444,-0.46223958333332926
independent,simultaneous,pitch_directed,cel8_023_lw,↗ ↘ ↖ ↑ + LW,69.68207465277779,0.6347656250000056
independent,simultaneous,pitch_directed,cel8_024,↙ ↑,69.21115451388889,0.16384548611111382
independent,simultaneous,pitch_directed,cel8_024_lw,↙ ↑ + LW,70.09440104166667,1.0470920138888895
independent,simultaneous,pitch_directed,cel8_025,↗ ↙ ↑,68.22048611111111,-0.8268229166666613
independent,simultaneous,pitch_directed,cel8_025_lw,↗ ↙ ↑ + LW,69.99240451388889,0.945095486111111
independent,simultaneous,pitch_directed,cel8_026,↘ ↙ ↑,70.83550347222223,1.7881944444444464
independent,simultaneous,pitch_directed,cel8_026_lw,↘ ↙ ↑ + LW,70.47092013888889,1.4236111111111172
independent,simultaneous,pitch_directed,cel8_027,↗ ↘ ↙ ↑,68.59266493055556,-0.45464409722222043
independent,simultaneous,pitch_directed,cel8_027_lw,↗ ↘ ↙ ↑ + LW,69.736328125,0.6890190972222265
independent,simultaneous,pitch_directed,cel8_028,↖ ↙ ↑,68.50911458333334,-0.5381944444444425
independent,simultaneous,pitch_directed,cel8_028_lw,↖ ↙ ↑ + LW,69.59743923611111,0.5501302083333354
independent,simultaneous,pitch_directed,cel8_029,↗ ↖ ↙ ↑,68.65668402777779,-0.390625
independent,simultaneous,pitch_directed,cel8_029_lw,↗ ↖ ↙ ↑ + LW,70.09440104166667,1.0470920138888895
independent,simultaneous,pitch_directed,cel8_030,↘ ↖ ↙ ↑,69.34027777777779,0.2929687500000028
independent,simultaneous,pitch_directed,cel8_030_lw,↘ ↖ ↙ ↑ + LW,70.50238715277777,1.4550781250000033
independent,simultaneous,pitch_directed,cel8_031,↗ ↘ ↖ ↙ ↑,68.97894965277777,-0.06835937500000167
independent,simultaneous,pitch_directed,cel8_031_lw,↗ ↘ ↖ ↙ ↑ + LW,70.28754340277779,1.2402343750000044
independent,simultaneous,pitch_directed,cel8_032,↓,59.595269097222214,-9.452039930555559
independent,simultaneous,pitch_directed,cel8_032_lw,↓ + LW,60.80186631944445,-8.245442708333329
independent,simultaneous,pitch_directed,cel8_033,↗ ↓,66.06553819444446,-2.9817708333333277
independent,simultaneous,pitch_directed,cel8_033_lw,↗ ↓ + LW,67.68663194444444,-1.3606770833333308
independent,simultaneous,pitch_directed,cel8_034,↘ ↓,69.89366319444444,0.8463541666666657
independent,simultaneous,pitch_directed,cel8_034_lw,↘ ↓ + LW,68.51128472222221,-0.5360243055555602
independent,simultaneous,pitch_directed,cel8_035,↗ ↘ ↓,66.68836805555554,-2.3589409722222205
independent,simultaneous,pitch_directed,cel8_035_lw,↗ ↘ ↓ + LW,68.12717013888889,-0.9201388888888884
independent,simultaneous,pitch_directed,cel8_036,↖ ↓,67.70724826388889,-1.3400607638888895
independent,simultaneous,pitch_directed,cel8_036_lw,↖ ↓ + LW,69.10047743055556,0.05316840277778123
independent,simultaneous,pitch_directed,cel8_037,↗ ↖ ↓,68.30186631944444,-0.7454427083333298
independent,simultaneous,pitch_directed,cel8_037_lw,↗ ↖ ↓ + LW,69.90234375,0.8550347222222254
independent,simultaneous,pitch_directed,cel8_038,↘ ↖ ↓,68.97352430555556,-0.07378472222221988
independent,simultaneous,pitch_directed,cel8_038_lw,↘ ↖ ↓ + LW,69.99674479166667,0.9494357638888895
independent,simultaneous,pitch_directed,cel8_039,↗ ↘ ↖ ↓,68.60785590277777,-0.4394531250000028
independent,simultaneous,pitch_directed,cel8_039_lw,↗ ↘ ↖ ↓ + LW,69.71354166666666,0.666232638888889
independent,simultaneous,pitch_directed,cel8_040,↙ ↓,70.24522569444444,1.1979166666666707
independent,simultaneous,pitch_directed,cel8_040_lw,↙ ↓ + LW,69.93489583333331,0.8875868055555569
independent,simultaneous,pitch_directed,cel8_041,↗ ↙ ↓,68.20746527777777,-0.8398437499999994
independent,simultaneous,pitch_directed,cel8_041_lw,↗ ↙ ↓ + LW,69.85677083333333,0.8094618055555614
independent,simultaneous,pitch_directed,cel8_042,↘ ↙ ↓,71.29557291666666,2.248263888888888
independent,simultaneous,pitch_directed,cel8_042_lw,↘ ↙ ↓ + LW,70.48719618055556,1.439887152777783
independent,simultaneous,pitch_directed,cel8_043,↗ ↘ ↙ ↓,68.73589409722223,-0.3114149305555536
independent,simultaneous,pitch_directed,cel8_043_lw,↗ ↘ ↙ ↓ + LW,69.64409722222223,0.5967881944444475
independent,simultaneous,pitch_directed,cel8_044,↖ ↙ ↓,68.25737847222221,-0.7899305555555541
independent,simultaneous,pitch_directed,cel8_044_lw,↖ ↙ ↓ + LW,69.47048611111111,0.42317708333333703
independent,simultaneous,pitch_directed,cel8_045,↗ ↖ ↙ ↓,68.78797743055556,-0.25933159722222043
independent,simultaneous,pitch_directed,cel8_045_lw,↗ ↖ ↙ ↓ + LW,70.18446180555556,1.137152777777778
independent,simultaneous,pitch_directed,cel8_046,↘ ↖ ↙ ↓,69.2578125,0.2105034722222232
independent,simultaneous,pitch_directed,cel8_046_lw,↘ ↖ ↙ ↓ + LW,70.38845486111111,1.3411458333333321
independent,simultaneous,pitch_directed,cel8_047,↗ ↘ ↖ ↙ ↓,69.07986111111111,0.03255208333333426
independent,simultaneous,pitch_directed,cel8_047_lw,↗ ↘ ↖ ↙ ↓ + LW,70.25065104166667,1.2033420138888946
independent,simultaneous,pitch_directed,cel8_048,↑ ↓,61.444227430555564,-7.603081597222216
independent,simultaneous,pitch_directed,cel8_048_lw,↑ ↓ + LW,61.96180555555555,-7.085503472222224
independent,simultaneous,pitch_directed,cel8_049,↗ ↑ ↓,66.67100694444444,-2.3763020833333286
independent,simultaneous,pitch_directed,cel8_049_lw,↗ ↑ ↓ + LW,67.96766493055556,-1.0796440972222183
independent,simultaneous,pitch_directed,cel8_050,↘ ↑ ↓,67.880859375,-1.1664496527777763
independent,simultaneous,pitch_directed,cel8_050_lw,↘ ↑ ↓ + LW,68.48415798611111,-0.5631510416666652
independent,simultaneous,pitch_directed,cel8_051,↗ ↘ ↑ ↓,67.32313368055556,-1.7241753472222232
independent,simultaneous,pitch_directed,cel8_051_lw,↗ ↘ ↑ ↓ + LW,68.41796875,-0.6293402777777762
independent,simultaneous,pitch_directed,cel8_052,↖ ↑ ↓,68.08810763888889,-0.959201388888889
independent,simultaneous,pitch_directed,cel8_052_lw,↖ ↑ ↓ + LW,69.2361111111111,0.1888020833333337
independent,simultaneous,pitch_directed,cel8_053,↗ ↖ ↑ ↓,68.17165798611111,-0.8756510416666641
independent,simultaneous,pitch_directed,cel8_053_lw,↗ ↖ ↑ ↓ + LW,69.81662326388889,0.7693142361111099
independent,simultaneous,pitch_directed,cel8_054,↘ ↖ ↑ ↓,68.94314236111111,-0.10416666666666907
independent,simultaneous,pitch_directed,cel8_054_lw,↘ ↖ ↑ ↓ + LW,69.77864583333333,0.7313368055555602
independent,simultaneous,pitch_directed,cel8_055,↗ ↘ ↖ ↑ ↓,68.60785590277779,-0.4394531249999972
independent,simultaneous,pitch_directed,cel8_055_lw,↗ ↘ ↖ ↑ ↓ + LW,69.58767361111111,0.5403645833333359
independent,simultaneous,pitch_directed,cel8_056,↙ ↑ ↓,68.76844618055556,-0.2788628472222249
independent,simultaneous,pitch_directed,cel8_056_lw,↙ ↑ ↓ + LW,69.66796875,0.6206597222222221
independent,simultaneous,pitch_directed,cel8_057,↗ ↙ ↑ ↓,68.01974826388889,-1.027560763888888
independent,simultaneous,pitch_directed,cel8_057_lw,↗ ↙ ↑ ↓ + LW,69.92296006944446,0.8756510416666696
independent,simultaneous,pitch_directed,cel8_058,↘ ↙ ↑ ↓,70.49696180555556,1.4496527777777795
independent,simultaneous,pitch_directed,cel8_058_lw,↘ ↙ ↑ ↓ + LW,70.40581597222223,1.3585069444444486
independent,simultaneous,pitch_directed,cel8_059,↗ ↘ ↙ ↑ ↓,68.58615451388889,-0.4611545138888895
independent,simultaneous,pitch_directed,cel8_059_lw,↗ ↘ ↙ ↑ ↓ + LW,69.77973090277779,0.7324218750000028
independent,simultaneous,pitch_directed,cel8_060,↖ ↙ ↑ ↓,68.50151909722221,-0.5457899305555541
independent,simultaneous,pitch_directed,cel8_060_lw,↖ ↙ ↑ ↓ + LW,69.61154513888889,0.5642361111111105
independent,simultaneous,pitch_directed,cel8_061,↗ ↖ ↙ ↑ ↓,68.74891493055557,-0.29839409722221544
independent,simultaneous,pitch_directed,cel8_061_lw,↗ ↖ ↙ ↑ ↓ + LW,70.19639756944444,1.1490885416666652
independent,simultaneous,pitch_directed,cel8_062,↘ ↖ ↙ ↑ ↓,69.35221354166667,0.3049045138888956
independent,simultaneous,pitch_directed,cel8_062_lw,↘ ↖ ↙ ↑ ↓ + LW,70.44270833333334,1.3953993055555614
independent,simultaneous,pitch_directed,cel8_063,↗ ↘ ↖ ↙ ↑ ↓,68.99631076388889,-0.050998263888885065
independent,simultaneous,pitch_directed,cel8_063_lw,↗ ↘ ↖ ↙ ↑ ↓ + LW,70.20724826388889,1.1599392361111156
independent,simultaneous,pitch_directed,cel8_064,→,63.22699652777778,-5.820312499999999
independent,simultaneous,pitch_directed,cel8_064_lw,→ + LW,65.0705295138889,-3.976779513888884
independent,simultaneous,pitch_directed,cel8_065,↗ →,68.54600694444444,-0.5013020833333326
independent,simultaneous,pitch_directed,cel8_065_lw,↗ → + LW,70.20290798611111,1.1555989583333344
independent,simultaneous,pitch_directed,cel8_066,↘ →,67.87651909722221,-1.1707899305555518
independent,simultaneous,pitch_directed,cel8_066_lw,↘ → + LW,70.0021701388889,0.954861111111116
independent,simultaneous,pitch_directed,cel8_067,↗ ↘ →,68.86067708333333,-0.1866319444444403
independent,simultaneous,pitch_directed,cel8_067_lw,↗ ↘ → + LW,69.99782986111111,0.950520833333332
independent,simultaneous,pitch_directed,cel8_068,↖ →,70.06401909722223,1.0167100694444486
independent,simultaneous,pitch_directed,cel8_068_lw,↖ → + LW,71.56358506944444,2.516276041666668
independent,simultaneous,pitch_directed,cel8_069,↗ ↖ →,69.83832465277779,0.791015625000005
independent,simultaneous,pitch_directed,cel8_069_lw,↗ ↖ → + LW,71.82942708333333,2.7821180555555576
independent,simultaneous,pitch_directed,cel8_070,↘ ↖ →,70.52191840277779,1.4746093749999996
independent,simultaneous,pitch_directed,cel8_070_lw,↘ ↖ → + LW,72.06163194444444,3.01432291666667
independent,simultaneous,pitch_directed,cel8_071,↗ ↘ ↖ →,69.84049479166667,0.7931857638888956
independent,simultaneous,pitch_directed,cel8_071_lw,↗ ↘ ↖ → + LW,71.37152777777777,2.324218750000001
independent,simultaneous,pitch_directed,cel8_072,↙ →,70.38519965277777,1.3378906250000018
independent,simultaneous,pitch_directed,cel8_072_lw,↙ → + LW,71.58203125,2.534722222222227
independent,simultaneous,pitch_directed,cel8_073,↗ ↙ →,70.40690104166667,1.359592013888891
independent,simultaneous,pitch_directed,cel8_073_lw,↗ ↙ → + LW,72.11480034722221,3.067491319444446
independent,simultaneous,pitch_directed,cel8_074,↘ ↙ →,72.01714409722221,2.9698350694444486
independent,simultaneous,pitch_directed,cel8_074_lw,↘ ↙ → + LW,72.38606770833333,3.3387586805555536
independent,simultaneous,pitch_directed,cel8_075,↗ ↘ ↙ →,70.53385416666667,1.4865451388888924
independent,simultaneous,pitch_directed,cel8_075_lw,↗ ↘ ↙ → + LW,71.63736979166666,2.590060763888885
independent,simultaneous,pitch_directed,cel8_076,↖ ↙ →,70.16927083333334,1.1219618055555576
independent,simultaneous,pitch_directed,cel8_076_lw,↖ ↙ → + LW,71.99761284722223,2.950303819444444
independent,simultaneous,pitch_directed,cel8_077,↗ ↖ ↙ →,70.26150173611111,1.2141927083333337
independent,simultaneous,pitch_directed,cel8_077_lw,↗ ↖ ↙ → + LW,71.95421006944444,2.9069010416666705
independent,simultaneous,pitch_directed,cel8_078,↘ ↖ ↙ →,70.85177951388889,1.804470486111115
independent,simultaneous,pitch_directed,cel8_078_lw,↘ ↖ ↙ → + LW,72.30794270833334,3.2606336805555634
independent,simultaneous,pitch_directed,cel8_079,↗ ↘ ↖ ↙ →,70.30598958333334,1.2586805555555607
independent,simultaneous,pitch_directed,cel8_079_lw,↗ ↘ ↖ ↙ → + LW,71.82834201388889,2.781032986111112
independent,simultaneous,pitch_directed,cel8_080,↑ →,66.97157118055554,-2.0757378472222197
independent,simultaneous,pitch_directed,cel8_080_lw,↑ → + LW,67.62261284722221,-1.4246961805555514
independent,simultaneous,pitch_directed,cel8_081,↗ ↑ →,69.36631944444444,0.3190104166666735
independent,simultaneous,pitch_directed,cel8_081_lw,↗ ↑ → + LW,70.89952256944446,1.8522135416666696
independent,simultaneous,pitch_directed,cel8_082,↘ ↑ →,69.56380208333334,0.5164930555555558
independent,simultaneous,pitch_directed,cel8_082_lw,↘ ↑ → + LW,70.76931423611111,1.7220052083333353
independent,simultaneous,pitch_directed,cel8_083,↗ ↘ ↑ →,69.501953125,0.45464409722222876
independent,simultaneous,pitch_directed,cel8_083_lw,↗ ↘ ↑ → + LW,70.60546875,1.5581597222222243
independent,simultaneous,pitch_directed,cel8_084,↖ ↑ →,70.01953125000001,0.9722222222222271
independent,simultaneous,pitch_directed,cel8_084_lw,↖ ↑ → + LW,71.806640625,2.7593315972222254
independent,simultaneous,pitch_directed,cel8_085,↗ ↖ ↑ →,69.77973090277779,0.7324218750000028
independent,simultaneous,pitch_directed,cel8_085_lw,↗ ↖ ↑ → + LW,71.73828124999999,2.6909722222222237
independent,simultaneous,pitch_directed,cel8_086,↘ ↖ ↑ →,70.69118923611111,1.6438802083333397
independent,simultaneous,pitch_directed,cel8_086_lw,↘ ↖ ↑ → + LW,71.92816840277779,2.8808593750000053
independent,simultaneous,pitch_directed,cel8_087,↗ ↘ ↖ ↑ →,69.86979166666667,0.822482638888894
independent,simultaneous,pitch_directed,cel8_087_lw,↗ ↘ ↖ ↑ → + LW,71.38997395833333,2.342664930555552
independent,simultaneous,pitch_directed,cel8_088,↙ ↑ →,70.68359375,1.6362847222222254
independent,simultaneous,pitch_directed,cel8_088_lw,↙ ↑ → + LW,71.88042534722223,2.833116319444451
independent,simultaneous,pitch_directed,cel8_089,↗ ↙ ↑ →,70.26909722222221,1.2217881944444424
independent,simultaneous,pitch_directed,cel8_089_lw,↗ ↙ ↑ → + LW,72.08333333333333,3.036024305555557
independent,simultaneous,pitch_directed,cel8_090,↘ ↙ ↑ →,71.75021701388889,2.702907986111114
independent,simultaneous,pitch_directed,cel8_090_lw,↘ ↙ ↑ → + LW,72.1408420138889,3.0935329861111196
independent,simultaneous,pitch_directed,cel8_091,↗ ↘ ↙ ↑ →,70.51540798611111,1.468098958333336
independent,simultaneous,pitch_directed,cel8_091_lw,↗ ↘ ↙ ↑ → + LW,71.63845486111111,2.591145833333339
independent,simultaneous,pitch_directed,cel8_092,↖ ↙ ↑ →,70.48177083333333,1.4344618055555591
independent,simultaneous,pitch_directed,cel8_092_lw,↖ ↙ ↑ → + LW,72.06814236111111,3.0208333333333366
independent,simultaneous,pitch_directed,cel8_093,↗ ↖ ↙ ↑ →,70.14539930555557,1.098090277777783
independent,simultaneous,pitch_directed,cel8_093_lw,↗ ↖ ↙ ↑ → + LW,71.85438368055556,2.807074652777783
independent,simultaneous,pitch_directed,cel8_094,↘ ↖ ↙ ↑ →,70.92990451388889,1.882595486111116
independent,simultaneous,pitch_directed,cel8_094_lw,↘ ↖ ↙ ↑ → + LW,72.24175347222221,3.194444444444447
independent,simultaneous,pitch_directed,cel8_095,↗ ↘ ↖ ↙ ↑ →,70.21158854166667,1.164279513888894
independent,simultaneous,pitch_directed,cel8_095_lw,↗ ↘ ↖ ↙ ↑ → + LW,71.73285590277779,2.6855468750000027
independent,simultaneous,pitch_directed,cel8_096,↓ →,64.51497395833334,-4.53233506944444
independent,simultaneous,pitch_directed,cel8_096_lw,↓ → + LW,66.91514756944444,-2.1321614583333313
independent,simultaneous,pitch_directed,cel8_097,↗ ↓ →,68.79448784722221,-0.25282118055555414
independent,simultaneous,pitch_directed,cel8_097_lw,↗ ↓ → + LW,70.62825520833333,1.5809461805555562
independent,simultaneous,pitch_directed,cel8_098,↘ ↓ →,68.46354166666669,-0.5837673611111038
independent,simultaneous,pitch_directed,cel8_098_lw,↘ ↓ → + LW,70.4763454861111,1.42903645833333
independent,simultaneous,pitch_directed,cel8_099,↗ ↘ ↓ →,69.03645833333333,-0.010850694444436426
independent,simultaneous,pitch_directed,cel8_099_lw,↗ ↘ ↓ → + LW,70.27235243055556,1.2250434027777757
independent,simultaneous,pitch_directed,cel8_100,↖ ↓ →,69.99565972222223,0.948350694444447
independent,simultaneous,pitch_directed,cel8_100_lw,↖ ↓ → + LW,71.60373263888889,2.556423611111111
independent,simultaneous,pitch_directed,cel8_101,↗ ↖ ↓ →,69.87738715277779,0.8300781250000056
independent,simultaneous,pitch_directed,cel8_101_lw,↗ ↖ ↓ → + LW,71.67643229166667,2.6291232638888937
independent,simultaneous,pitch_directed,cel8_102,↘ ↖ ↓ →,70.56749131944444,1.5201822916666692
independent,simultaneous,pitch_directed,cel8_102_lw,↘ ↖ ↓ → + LW,71.9455295138889,2.898220486111114
independent,simultaneous,pitch_directed,cel8_103,↗ ↘ ↖ ↓ →,69.92404513888889,0.8767361111111149
independent,simultaneous,pitch_directed,cel8_103_lw,↗ ↘ ↖ ↓ → + LW,71.30967881944444,2.2623697916666687
independent,simultaneous,pitch_directed,cel8_104,↙ ↓ →,70.61306423611111,1.5657552083333388
independent,simultaneous,pitch_directed,cel8_104_lw,↙ ↓ → + LW,71.9216579861111,2.874348958333334
independent,simultaneous,pitch_directed,cel8_105,↗ ↙ ↓ →,70.36458333333334,1.3172743055555602
independent,simultaneous,pitch_directed,cel8_105_lw,↗ ↙ ↓ → + LW,72.0193142361111,2.972005208333328
independent,simultaneous,pitch_directed,cel8_106,↘ ↙ ↓ →,71.82074652777777,2.7734375000000036
independent,simultaneous,pitch_directed,cel8_106_lw,↘ ↙ ↓ → + LW,72.06271701388889,3.01540798611111
independent,simultaneous,pitch_directed,cel8_107,↗ ↘ ↙ ↓ →,70.39605034722221,1.3487413194444438
independent,simultaneous,pitch_directed,cel8_107_lw,↗ ↘ ↙ ↓ → + LW,71.55707465277777,2.5097656250000018
independent,simultaneous,pitch_directed,cel8_108,↖ ↙ ↓ →,70.33094618055557,1.2836371527777808
independent,simultaneous,pitch_directed,cel8_108_lw,↖ ↙ ↓ → + LW,72.10720486111111,3.0598958333333286
independent,simultaneous,pitch_directed,cel8_109,↗ ↖ ↙ ↓ →,70.302734375,1.255425347222222
independent,simultaneous,pitch_directed,cel8_109_lw,↗ ↖ ↙ ↓ → + LW,71.92274305555556,2.8754340277777817
independent,simultaneous,pitch_directed,cel8_110,↘ ↖ ↙ ↓ →,70.76171874999999,1.7144097222222183
