loss,label,cardinality,target_index,target_id,pitch_mae_cents,onset_mae_ms,log_spectral_distance_db,initial_loss,reported_loss,terminal_loss,updates,stopped_by,lr_reductions,target_f0_hz,target_onset_seconds,reported_f0_hz,reported_onset_seconds
tlog_cel,tlogCeL,6,124,C06-T0124,0.8721276413268142,0.7004624394655878,2.162893551781604,0.06767805138033517,0.0004683126797375353,0.0007316434546252331,2254,patience,7,"[135.4071384041718, 141.68650148270044, 130.1166820247683, 149.48907250771595, 106.57392183438462, 297.3061695368826]","[0.280198470031119, 0.4254600068928271, 0.654820392057846, 0.8726558645310031, 1.2009915120429713, 1.6856382667573682]","[135.53573086187194, 141.66179507249728, 130.1793329624633, 149.4829579639914, 106.60205167210576, 296.97552455715356]","[0.27993499394228727, 0.4244547416165853, 0.6530902512260104, 0.8722323813485715, 1.2008594127654233, 1.6849899567774633]"
tlog_cel,tlogCeL,6,125,C06-T0125,186.84834202482372,101.06115893950812,21.232245380118428,0.07270647531071234,0.01421537827688901,0.015782261524796278,1168,patience,4,"[239.92796312311125, 277.58196194379997, 206.055621180441, 117.75853879462268, 155.17708762669864, 183.13065284717536]","[0.2045999230926397, 0.5711426948844645, 0.8840534006546793, 1.0199326829863415, 1.6274169410172856, 1.7551568071644006]","[249.48732971649324, 232.49443254917733, 115.65428730900925, 285.9708016821626, 145.7346330794719, 179.02154442965443]","[0.20778438814926095, 0.5702131258141376, 0.9270646346454889, 1.3522885762611874, 1.5985580064711982, 1.767447568181053]"
tlog_cel,tlogCeL,6,126,C06-T0126,232.00615353834087,268.36194121499756,21.097097986733303,0.13883059614792775,0.034203533727523106,0.039801670179228255,1097,patience,4,"[131.17564532164135, 84.87069985592201, 100.27153017083654, 214.91574645315407, 275.56634248094826, 110.49720996600058]","[0.6403438506305654, 0.7247931092027866, 0.8854071201839208, 1.111563478473538, 1.1624416789158092, 1.7921603125303722]","[148.9887844228835, 87.9395465477819, 118.34188364614113, 131.34433212642028, 159.34847617904546, 276.5427274677753]","[0.7909722516248805, 0.6376193902048861, 0.8702869809481164, 1.6884617244573223, 1.7380791164628648, 1.7894768409153976]"
tlog_cel,tlogCeL,6,127,C06-T0127,11.164125661420664,46.96508241405106,9.261682453300047,0.13428636742049252,0.0027949354565925608,0.0028182113838496926,1939,patience,6,"[103.20154853012049, 172.69707903167262, 272.6985755165896, 217.2309775113484, 194.4344330102332, 287.0487610691701]","[0.6372152102025063, 0.8422128757436242, 1.3080998079659838, 1.4371234256102814, 1.5515961923039734, 1.7536278314510472]","[172.00961654766076, 102.56981520928498, 220.5625048331561, 273.20629996508876, 193.61791541493474, 284.96813852038827]","[0.834254553698609, 0.6374296829898, 1.3090612387551566, 1.4349756697483336, 1.541864995101873, 1.7446793776386247]"
tlog_cel,tlogCeL,6,128,C06-T0128,147.4997744362225,164.91920921768624,13.452034998205141,0.09063745302979867,0.008959990685505653,0.009001225137944383,2284,patience,7,"[216.1014517273082, 197.15087939420937, 262.8851184010811, 238.36064707285288, 318.31807243213456, 157.09202961523897]","[0.34148779290396303, 0.7234511439538682, 0.8728791156078769, 0.9877802016602021, 1.3416757166792441, 1.7168012450477188]","[215.8520633184706, 195.09556131264586, 234.74268953582668, 270.90433414201965, 242.2161409712233, 311.63496903294936]","[0.34160827181507886, 0.7224046608115566, 0.8810265939425415, 0.9887278542063542, 1.3379376071228415, 1.728558025690919]"
tlog_cel,tlogCeL,6,129,C06-T0129,224.87079850590706,197.0123089664637,22.420096339692595,0.08702283484846254,0.01875289998918994,0.019226069683219396,1211,patience,4,"[188.11225903948093, 109.84627887312664, 301.311814464533, 172.86396257762092, 86.11932242137684, 131.31416594094244]","[0.2624229373457004, 0.5134279662932739, 0.664865827350812, 0.8535546278027349, 0.9570988886060281, 1.6282213427182592]","[188.5251453633988, 200.18249379662558, 143.62217822434027, 102.44745950950333, 86.95246418841178, 145.6415206658909]","[0.25926172602049713, 0.49518783571661146, 0.5617525844623843, 0.9054032132857528, 1.135125324258722, 1.7756522675721143]"
tlog_cel,tlogCeL,6,130,C06-T0130,353.48921138883935,153.61794965326266,18.447962173212805,0.13844217767615125,0.010040262232271134,0.010134422873414933,3084,patience,9,"[99.2106324559131, 316.5246623979585, 285.237160923265, 154.5337592531461, 284.88320459914775, 97.54990813683328]","[0.6940200423103334, 0.9132908623899063, 1.097734538327198, 1.1644831046186792, 1.4308371722181186, 1.6403364228823945]","[284.97329776799603, 99.89627353514209, 312.7422410397536, 151.8352084812756, 88.98263597043623, 114.48799216750066]","[0.9165249177625989, 0.6934497989436604, 1.0693774850725102, 1.1882886375834012, 1.6531996183504418, 1.798617720441437]"
tlog_cel,tlogCeL,6,131,C06-T0131,287.3802007557861,58.581291634687766,21.19390991070066,0.0861181726792685,0.012391861688100338,0.03525481526818283,1312,patience,4,"[254.58052217637623, 90.9291952089432, 101.85903226427415, 270.89283521106785, 263.03021273490407, 161.3205867321037]","[0.45171932714564333, 0.7756386401994169, 0.9122178552316272, 1.1164840908977083, 1.2675002973125409, 1.559283863002961]","[260.4098010291983, 92.82419011546997, 176.35974629565297, 205.36018254831095, 262.29752653445, 182.62384574865592]","[0.4505029453831082, 0.775227541408751, 0.7560010301924616, 1.0774621804069635, 1.1919447072901734, 1.4802179193003133]"
tlog_cel,tlogCeL,6,132,C06-T0132,33.730826881114744,30.690490696743115,17.05738511998374,0.06641514212354041,0.006202567411904969,0.007129794139027064,1213,patience,4,"[217.27924024194544, 248.59369027789296, 89.93243914285085, 105.12871740418406, 227.40778889078115, 133.4911863503424]","[0.3189532851521444, 0.735863559864497, 1.0789057896767942, 1.3290924454340098, 1.4115008301732963, 1.6669876189326986]","[218.21193815254935, 250.32426587091572, 89.37781219645451, 103.18971797693257, 217.0601298097439, 138.15052929663298]","[0.3173851646393839, 0.7275558458523501, 1.080794994584857, 1.3430816217763537, 1.4587770056223008, 1.7781001718888387]"
tlog_cel,tlogCeL,6,133,C06-T0133,325.7262332022249,230.27034505689042,16.280823844177988,0.11648131961496545,0.01822312796723826,0.021221880867254198,1935,patience,6,"[138.88826412992285, 169.80710607966273, 98.62030342967796, 133.80700985797387, 270.2229755040829, 278.3394549078788]","[0.5329889174658118, 0.6238899557936208, 0.702887856768193, 0.8007180234959885, 1.0409706468360596, 1.5786758122672997]","[195.6163330814216, 107.84431928919462, 156.51503330011056, 270.1378084269472, 276.8289034188468, 293.14010439134046]","[0.5281046921236583, 0.696242633774572, 0.5642515665902419, 1.0199026145460848, 1.5635734782819803, 1.7936864871687366]"
